County Name,Agency Name,County #,District #,FTE Teachers 2018-2019,Total Staff 2018-2019,Total Students 2018-2019,FTE Teachers 2020-2021,Total Staff 2020-2021,Total Students 2020-2021,FTE Teachers 2021-2022,Total Staff 2021-2022,Total Students 2021-2022
JOHNSON COUNTY,CLEBURNE ISD,48251,126903,472.27,937.44,6684.0,486.73,991.46,6859.0,513.32,1039.63,7068.0
LIBERTY COUNTY,CLEVELAND ISD,48291,146901,421.68,778.51,6584.0,555.92,1110.31,8888.0,635.99,1338.86,10860.0
BOSQUE COUNTY,CLIFTON ISD,48035,18901,80.0,153.29,1002.0,77.59,160.6,961.0,81.38,164.88,1025.0
EL PASO COUNTY,CLINT ISD,48141,71901,654.46,1448.35,11388.0,689.82,1531.29,10663.0,689.1,1558.02,10494.0
CALLAHAN COUNTY,CLYDE CISD,48059,30902,110.77,217.37,1455.0,108.48,223.4,1397.0,110.94,228.56,1435.0
HOWARD COUNTY,COAHOMA ISD,48227,114902,79.41,171.82,1111.0,79.0,170.98,1095.0,75.99,166.74,1086.0
SAN JACINTO COUNTY,COLDSPRING-OAKHURST CISD,48407,204901,108.61,267.36,1567.0,116.88,278.96,1533.0,114.88,284.36,1591.0
COLEMAN COUNTY,COLEMAN ISD,48083,42901,78.45,172.21,869.0,70.2,156.31,842.0,69.58,157.1,802.0
BRAZOS COUNTY,COLLEGE STATION ISD,48041,21901,965.44,1869.69,13540.0,1014.05,1947.06,13664.0,1009.68,1963.12,14187.0
GRAYSON COUNTY,COLLINSVILLE ISD,48181,91902,42.76,75.44,528.0,44.94,84.77,539.0,47.89,89.63,560.0
TYLER COUNTY,COLMESNEIL ISD,48457,229901,37.5,64.16,484.0,41.59,66.14,435.0,35.06,63.41,453.0
MITCHELL COUNTY,COLORADO ISD,48335,168901,65.38,143.93,947.0,66.59,144.98,901.0,68.19,169.34,896.0
BRAZORIA COUNTY,COLUMBIA-BRAZORIA ISD,48039,20907,199.72,429.16,3037.0,203.27,456.52,2873.0,193.24,430.74,2919.0
COLORADO COUNTY,COLUMBUS ISD,48089,45902,119.14,220.84,1544.0,122.58,228.12,1536.0,115.91,226.64,1580.0
COMAL COUNTY,COMAL ISD,48091,46902,1498.72,2827.79,23935.0,1617.95,3106.09,25459.0,1710.47,3296.24,27288.0
COMANCHE COUNTY,COMANCHE ISD,48093,47901,112.81,226.83,1314.0,108.09,216.83,1318.0,108.31,225.59,1304.0
KENDALL COUNTY,COMFORT ISD,48259,130902,92.07,158.16,1102.0,87.79,153.14,1064.0,85.36,145.46,1067.0
HUNT COUNTY,COMMERCE ISD,48231,116903,112.71,233.38,1520.0,121.71,250.94,1462.0,128.13,260.04,1442.0
COLLIN COUNTY,COMMUNITY ISD,48085,43918,160.85,309.26,2385.0,171.49,329.88,2757.0,196.21,395.62,3349.0
HOPKINS COUNTY,COMO-PICKTON CISD,48223,112908,63.99,119.33,742.0,63.24,119.9,709.0,62.59,121.87,725.0
ECTOR COUNTY,COMPASS ACADEMY CHARTER SCHOOL,48135,68802,66.01,89.99,1116.0,77.04,108.15,1322.0,82.32,120.32,1371.0
BEXAR COUNTY,COMPASS ROSE ACADEMY,48029,15838,14.06,23.92,193.0,50.75,113.84,1154.0,113.76,210.4,1836.0
HARRIS COUNTY,COMQUEST ACADEMY,48201,101842,4.71,10.71,62.0,2.23,7.92,38.0,3.18,7.3,44.0
VAL VERDE COUNTY,COMSTOCK ISD,48465,233903,17.73,30.11,199.0,18.57,32.97,231.0,18.7,35.28,240.0
MARION COUNTY,CONNALLY ISD,48309,161921,175.61,369.03,2364.0,186.09,389.01,2342.0,189.04,424.5,2270.0
MONTGOMERY COUNTY,CONROE ISD,48339,170902,3820.15,7726.91,62837.0,4110.6,8248.42,64563.0,4239.57,8497.67,67761.0
LIMESTONE COUNTY,COOLIDGE ISD,48293,147901,29.0,50.81,309.0,29.37,52.25,309.0,30.44,54.59,303.0
DELTA COUNTY,COOPER ISD,48119,60902,62.56,127.04,812.0,66.08,124.74,806.0,68.97,126.9,849.0
DALLAS COUNTY,COPPELL ISD,48113,57922,792.14,1319.82,12925.0,859.83,1448.42,13052.0,855.7,1424.1,13131.0
CORYELL COUNTY,COPPERAS COVE ISD,48099,50910,540.24,1201.68,8271.0,564.09,1270.48,8052.0,577.02,1288.31,8112.0
NUECES COUNTY,CORPUS CHRISTI ISD,48355,178904,2239.4,4640.16,37318.0,2232.46,4631.43,34511.0,2151.88,4522.31,33175.0
NUECES COUNTY,CORPUS CHRISTI MONTESSORI SCHOOL,48355,178807,9.17,17.97,135.0,7.63,17.63,116.0,9.53,20.53,121.0
POLK COUNTY,CORRIGAN-CAMDEN ISD,48373,187904,71.36,163.87,822.0,65.94,152.42,789.0,65.64,154.4,819.0
NAVARRO COUNTY,CORSICANA ISD,48349,175903,416.41,870.95,6004.0,416.1,865.69,6059.0,401.22,857.0,6006.0
HALE COUNTY,COTTON CENTER ISD,48189,95902,15.01,29.64,125.0,14.06,30.85,96.0,13.94,30.69,99.0
LA SALLE COUNTY,COTULLA ISD,48283,142901,110.14,248.7,1347.0,111.89,262.14,1265.0,110.07,257.01,1172.0
WILLIAMSON COUNTY,COUPLAND ISD,48491,246914,13.13,22.2,169.0,12.84,23.77,173.0,20.82,38.58,263.0
HILL COUNTY,COVINGTON ISD,48217,109903,23.06,76.78,295.0,23.58,82.73,276.0,23.7,83.98,302.0
KAUFMAN COUNTY,CRANDALL ISD,48257,129901,277.25,515.55,4420.0,327.05,623.55,4868.0,341.12,646.36,5451.0
CRANE COUNTY,CRANE ISD,48103,52901,81.78,148.9,1151.0,87.05,172.18,1099.0,82.54,170.94,1151.0
BOSQUE COUNTY,CRANFILLS GAP ISD,48035,18908,15.32,27.73,133.0,15.21,29.67,129.0,15.51,29.4,132.0
MARION COUNTY,CRAWFORD ISD,48309,161901,51.01,86.11,585.0,52.51,88.35,561.0,53.78,88.58,558.0
CROCKETT COUNTY,CROCKETT COUNTY CONSOLIDATED CSD,48105,53001,62.16,129.2,777.0,66.36,134.78,764.0,66.68,136.44,729.0
HOUSTON COUNTY,CROCKETT ISD,48225,113901,96.44,200.33,1345.0,100.46,198.82,1273.0,87.76,185.31,1190.0
HARRIS COUNTY,CROSBY ISD,48201,101906,407.8,827.74,6331.0,395.01,737.54,6337.0,416.61,772.29,6480.0
CROSBY COUNTY,CROSBYTON CISD,48107,54901,37.76,67.63,367.0,34.75,63.9,316.0,33.96,63.69,331.0
CALLAHAN COUNTY,CROSS PLAINS ISD,48059,30901,36.68,66.36,340.0,35.75,65.59,363.0,35.93,65.01,379.0
HENDERSON COUNTY,CROSS ROADS ISD,48213,107904,54.68,102.33,558.0,52.85,99.54,528.0,52.54,99.91,538.0
FOARD COUNTY,CROWELL ISD,48155,78901,21.2,41.05,209.0,21.39,49.11,202.0,22.64,46.13,192.0
TARRANT COUNTY,CROWLEY ISD,48439,220912,1065.48,1865.53,15728.0,1149.24,1937.18,15731.0,1208.48,2043.29,16278.0
ZAVALA COUNTY,CRYSTAL CITY ISD,48507,254901,121.06,333.71,1936.0,112.89,307.14,1838.0,111.74,306.33,1785.0
DEWITT COUNTY,CUERO ISD,48123,62901,152.2,332.64,1989.0,160.1,344.72,1911.0,159.64,353.39,1928.0
CULBERSON COUNTY,CULBERSON COUNTY-ALLAMOORE ISD,48109,55901,32.14,59.34,378.0,33.6,73.73,387.0,34.48,73.95,360.0
SMITH COUNTY,CUMBERLAND ACADEMY,48423,212801,148.22,230.47,1949.0,161.96,250.96,1961.0,161.6,257.72,1926.0
HOPKINS COUNTY,CUMBY ISD,48223,112905,35.94,68.49,386.0,40.29,70.2,420.0,41.3,72.25,435.0
NACOGDOCHES COUNTY,CUSHING ISD,48347,174902,39.23,72.74,557.0,40.5,78.85,576.0,43.01,78.1,556.0
HARRIS COUNTY,CYPRESS-FAIRBANKS ISD,48201,101907,7261.92,14819.75,116512.0,7659.35,15496.08,114881.0,7682.15,15451.56,117217.0
MEDINA COUNTY,D'HANIS ISD,48325,163902,35.37,66.54,368.0,34.28,62.16,315.0,26.37,51.9,296.0
MORRIS COUNTY,DAINGERFIELD-LONE STAR ISD,48343,172902,83.6,191.76,1037.0,85.8,198.92,1057.0,91.61,215.43,995.0
DALLAM COUNTY,DALHART ISD,48111,56901,127.22,209.98,1737.0,132.38,221.66,1632.0,128.91,217.74,1735.0
DALLAS COUNTY,DALLAS ISD,48113,57905,10000.9,20435.2,155119.0,10265.92,21286.79,145113.0,9873.5,20752.11,143558.0
BRAZORIA COUNTY,DAMON ISD,48039,20910,15.0,31.19,156.0,12.0,23.9,115.0,12.68,21.62,116.0
BRAZORIA COUNTY,DANBURY ISD,48039,20904,54.12,100.62,801.0,62.22,110.38,759.0,65.72,120.59,774.0
LIPSCOMB COUNTY,DARROUZETT ISD,48295,148905,13.25,25.07,118.0,16.68,31.77,139.0,18.56,34.12,150.0
NAVARRO COUNTY,DAWSON ISD,48349,175904,38.0,78.46,512.0,43.0,96.51,509.0,43.8,99.52,526.0
LIBERTY COUNTY,DAYTON ISD,48291,146902,338.56,723.24,5418.0,344.79,750.32,5480.0,359.27,792.4,5619.0
COMANCHE COUNTY,DE LEON ISD,48093,47902,53.31,119.83,741.0,55.43,133.0,739.0,63.28,143.08,754.0
WISE COUNTY,DECATUR ISD,48497,249905,224.01,439.92,3413.0,232.2,462.3,3429.0,237.75,481.85,3616.0
HARRIS COUNTY,DEER PARK ISD,48201,101908,818.98,1804.55,12937.0,814.96,1887.67,12370.0,838.31,1910.79,12345.0
BOWIE COUNTY,DEKALB ISD,48037,19901,69.39,129.37,800.0,70.0,128.99,759.0,71.61,132.69,783.0
TRAVIS COUNTY,DEL VALLE ISD,48453,227910,811.95,1673.8,10870.0,801.62,1724.98,10654.0,769.72,1699.64,11078.0
HUDSPETH COUNTY,DELL CITY ISD,48229,115903,10.55,22.91,72.0,10.84,24.32,71.0,8.7,25.9,70.0
GRAYSON COUNTY,DENISON ISD,48181,91903,335.28,581.53,4724.0,341.6,622.72,4591.0,346.37,590.47,4677.0
DENTON COUNTY,DENTON ISD,48121,61901,2241.69,3872.44,30169.0,2375.1,4127.77,30267.0,2411.61,4372.1,31951.0
YOAKUM COUNTY,DENVER CITY ISD,48501,251901,120.12,243.32,1703.0,121.74,256.73,1638.0,121.38,267.51,1601.0
DALLAS COUNTY,DESOTO ISD,48113,57906,669.06,1238.21,9404.0,487.68,976.29,7929.0,447.26,873.1,7344.0
RED RIVER COUNTY,DETROIT ISD,48387,194905,52.64,127.4,542.0,48.47,127.05,516.0,50.3,134.11,530.0
LIBERTY COUNTY,DEVERS ISD,48291,146903,13.86,26.16,176.0,13.4,25.87,205.0,12.73,24.16,216.0
MEDINA COUNTY,DEVINE ISD,48325,163901,137.84,284.71,1985.0,136.28,290.86,1984.0,133.2,280.18,1965.0
FREESTONE COUNTY,DEW ISD,48161,81906,16.0,29.93,155.0,18.99,36.19,164.0,19.0,35.27,133.0
NEWTON COUNTY,DEWEYVILLE ISD,48351,176903,49.71,89.16,579.0,47.85,96.61,534.0,50.36,102.24,530.0
ANGELINA COUNTY,DIBOLL ISD,48005,3905,139.29,299.71,1880.0,139.69,297.92,1714.0,137.52,294.72,1749.0
GALVESTON COUNTY,DICKINSON ISD,48167,84901,768.84,1520.25,11162.0,834.22,1658.98,11631.0,833.98,1720.73,11933.0
FRIO COUNTY,DILLEY ISD,48163,82902,75.89,167.85,995.0,74.51,171.69,894.0,68.56,167.81,909.0
LEE COUNTY,DIME BOX ISD,48287,144903,17.01,30.68,153.0,16.28,31.13,160.0,16.5,33.3,181.0
CASTRO COUNTY,DIMMITT ISD,48069,35901,106.12,265.92,1231.0,103.9,262.76,1182.0,98.68,248.7,1158.0
FANNIN COUNTY,DODD CITY ISD,48147,74904,30.48,48.31,384.0,27.95,48.03,337.0,27.46,49.18,328.0
HIDALGO COUNTY,DONNA ISD,48215,108902,1028.85,2394.73,14459.0,972.93,2234.23,13853.0,974.67,2319.53,13061.0
NACOGDOCHES COUNTY,DOUGLASS ISD,48347,174911,37.98,55.81,466.0,41.29,61.21,457.0,40.58,65.81,457.0
NUECES COUNTY,DR M L GARZA-GONZALEZ CHARTER SCHOOL,48355,178801,14.0,30.25,210.0,16.1,35.42,221.0,14.49,34.33,166.0
HARRIS COUNTY,DRAW ACADEMY,48201,101856,33.0,75.66,649.0,34.01,79.82,707.0,30.64,83.65,692.0
HAYS COUNTY,DRIPPING SPRINGS ISD,48209,105904,450.07,893.29,6873.0,500.85,969.12,7283.0,545.39,1020.06,8001.0
NUECES COUNTY,DRISCOLL ISD,48355,178905,24.84,50.78,306.0,25.12,50.81,289.0,23.35,49.86,277.0
ERATH COUNTY,DUBLIN ISD,48143,72902,102.31,215.22,1209.0,89.81,189.95,1093.0,91.64,196.18,1089.0
MOORE COUNTY,DUMAS ISD,48341,171901,319.55,639.39,4300.0,323.88,676.17,4170.0,322.89,646.16,4281.0
DALLAS COUNTY,DUNCANVILLE ISD,48113,57907,801.29,1686.53,12700.0,823.68,1786.05,11748.0,807.25,1791.54,11946.0
TARRANT COUNTY,EAGLE MT-SAGINAW ISD,48439,220918,1224.57,2334.7,20054.0,1407.17,2662.14,21245.0,1427.62,2672.63,22464.0
MCMULLEN COUNTY,EAGLE PASS ISD,48323,159901,852.62,1936.81,14561.0,826.54,1865.69,14028.0,807.69,1807.49,13385.0
TRAVIS COUNTY,EANES ISD,48453,227909,599.69,1123.6,8132.0,605.44,1084.62,7968.0,599.84,1083.03,7834.0
BROWN COUNTY,EARLY ISD,48049,25909,102.11,195.17,1192.0,105.59,201.08,1141.0,102.77,196.07,1143.0
WHARTON COUNTY,EAST BERNARD ISD,48481,241902,81.9,128.78,951.0,85.89,128.01,931.0,82.5,131.04,965.0
BEXAR COUNTY,EAST CENTRAL ISD,48029,15911,602.46,1316.57,10041.0,604.85,1255.33,9770.0,588.49,1253.01,10006.0
CHAMBERS COUNTY,EAST CHAMBERS ISD,48071,36903,106.0,198.07,1511.0,114.87,213.72,1509.0,114.81,211.64,1542.0
TARRANT COUNTY,EAST FORT WORTH MONTESSORI ACADEMY,48439,220811,18.77,37.44,302.0,13.82,29.82,220.0,13.0,24.0,185.0
EASTLAND COUNTY,EASTLAND ISD,48133,67903,88.47,163.34,1134.0,91.47,170.22,1072.0,91.64,170.82,1084.0
ECTOR COUNTY,ECTOR COUNTY ISD,48135,68901,1916.76,3656.03,33268.0,1952.95,3833.38,31881.0,1822.02,3795.55,31810.0
FANNIN COUNTY,ECTOR ISD,48147,74905,22.84,44.17,260.0,23.84,51.59,256.0,25.27,50.23,234.0
HIDALGO COUNTY,EDCOUCH-ELSA ISD,48215,108903,320.19,759.29,4935.0,310.33,752.64,4538.0,303.72,744.52,4140.0
CONCHO COUNTY,EDEN CISD,48095,48901,18.16,36.97,218.0,18.76,39.12,232.0,20.35,41.39,222.0
VAN ZANDT COUNTY,EDGEWOOD ISD,48467,234903,78.01,144.08,993.0,80.12,151.99,963.0,84.21,155.48,1029.0
HIDALGO COUNTY,EDINBURG CISD,48215,108904,2273.47,4718.95,34121.0,2244.39,4640.25,32797.0,2271.06,4746.74,32078.0
JACKSON COUNTY,EDNA ISD,48239,120901,115.02,227.27,1567.0,118.32,233.95,1483.0,116.63,236.33,1559.0
DALLAS COUNTY,EDUCATION CENTER INTERNATIONAL ACADEMY,48113,57833,45.8,71.55,595.0,47.0,68.75,543.0,35.86,57.38,501.0
JEFFERSON COUNTY,EHRHART SCHOOL,48245,123805,30.7,48.97,430.0,35.58,54.03,484.0,39.87,60.32,507.0
WHARTON COUNTY,EL CAMPO ISD,48481,241903,236.83,496.86,3682.0,233.44,501.6,3530.0,232.83,494.11,3426.0
EL PASO COUNTY,EL PASO ISD,48141,71902,3899.89,7852.52,57315.0,3730.52,7753.47,50661.0,3511.69,7269.79,50769.0
EL PASO COUNTY,EL PASO LEADERSHIP ACADEMY,48141,71810,14.94,26.48,207.0,14.0,24.8,210.0,25.07,44.92,266.0
BEXAR COUNTY,ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,48029,15836,24.2,34.22,337.0,31.78,47.44,466.0,33.86,49.99,489.0
WICHITA COUNTY,ELECTRA ISD,48485,243902,42.22,78.37,420.0,44.21,81.64,441.0,46.22,89.2,454.0
BASTROP COUNTY,ELGIN ISD,48021,11902,286.76,628.38,4457.0,297.63,674.42,4628.0,314.83,734.38,4996.0
ANDERSON COUNTY,ELKHART ISD,48001,1903,106.0,185.22,1255.0,102.2,183.69,1200.0,104.9,186.64,1150.0
HARRISON COUNTY,ELYSIAN FIELDS ISD,48203,102906,72.94,142.35,916.0,73.84,144.53,846.0,76.36,143.95,829.0
ELLIS COUNTY,ENNIS ISD,48139,70903,382.27,708.18,5850.0,397.23,752.64,5836.0,428.02,781.61,6013.0
COOKE COUNTY,ERA ISD,48097,49906,37.56,61.32,485.0,36.62,63.24,472.0,38.61,64.01,495.0
NACOGDOCHES COUNTY,ETOILE ISD,48347,174910,13.9,26.42,131.0,12.0,29.15,91.0,11.68,31.67,94.0
CALLAHAN COUNTY,EULA ISD,48059,30906,40.02,76.4,441.0,42.13,76.77,454.0,47.81,80.69,464.0
HENDERSON COUNTY,EUSTACE ISD,48213,107905,122.65,254.69,1566.0,123.79,279.95,1592.0,127.84,285.72,1650.0
JASPER COUNTY,EVADALE ISD,48241,121906,42.37,76.86,447.0,38.23,75.96,389.0,41.09,87.62,397.0
CORYELL COUNTY,EVANT ISD,48099,50901,21.5,46.14,234.0,23.13,48.9,273.0,18.42,41.73,213.0
TARRANT COUNTY,EVERMAN ISD,48439,220904,370.64,805.24,6174.0,409.17,878.09,5648.0,402.38,843.08,5463.0
HARRIS COUNTY,EXCEL ACADEMY,48201,101811,38.01,84.61,444.0,28.0,56.8,206.0,25.0,46.27,217.0
HIDALGO COUNTY,EXCELLENCE IN LEADERSHIP ACADEMY,48215,108809,18.43,36.02,242.0,21.01,39.01,300.0,22.0,48.0,301.0
SHELBY COUNTY,EXCELSIOR ISD,48419,210906,10.74,20.85,89.0,10.73,21.45,71.0,9.91,22.49,68.0
LAVACA COUNTY,EZZELL ISD,48285,143906,8.52,15.53,92.0,8.12,15.69,77.0,8.06,16.78,95.0
EL PASO COUNTY,FABENS ISD,48141,71903,165.01,352.73,2239.0,150.74,336.58,2048.0,152.27,335.87,1991.0
FREESTONE COUNTY,FAIRFIELD ISD,48161,81902,146.33,281.28,1814.0,139.89,279.42,1703.0,136.13,271.05,1687.0
KARNES COUNTY,FALLS CITY ISD,48255,128904,33.22,57.35,363.0,33.09,65.28,408.0,34.55,65.58,431.0
FANNIN COUNTY,FANNINDEL ISD,48147,60914,17.5,39.47,168.0,17.0,42.0,159.0,18.61,40.68,148.0
COLLIN COUNTY,FARMERSVILLE ISD,48085,43904,114.44,209.97,1717.0,126.92,246.39,1884.0,123.71,255.19,2025.0
PARMER COUNTY,FARWELL ISD,48369,185902,55.87,99.67,552.0,58.33,102.94,543.0,60.21,111.85,588.0
FAYETTE COUNTY,FAYETTEVILLE ISD,48149,75906,19.79,36.44,251.0,22.9,42.44,274.0,26.48,45.32,279.0
ELLIS COUNTY,FERRIS ISD,48139,70905,190.73,408.64,2709.0,202.69,439.35,2586.0,208.21,465.41,2630.0
FAYETTE COUNTY,FLATONIA ISD,48149,75901,56.4,95.15,603.0,55.05,98.76,602.0,51.86,96.37,630.0
WILLIAMSON COUNTY,FLORENCE ISD,48491,246902,81.95,169.06,1086.0,84.9,178.62,1075.0,84.61,178.11,1117.0
WILSON COUNTY,FLORESVILLE ISD,48493,247901,246.53,550.26,4057.0,248.67,515.16,3992.0,245.14,514.98,4016.0
NUECES COUNTY,FLOUR BLUFF ISD,48355,178914,370.27,761.06,5693.0,360.66,727.47,5553.0,358.13,715.74,5546.0
FLOYD COUNTY,FLOYDADA ISD,48153,77901,64.79,135.51,738.0,61.33,132.77,705.0,62.83,135.61,687.0
LIPSCOMB COUNTY,FOLLETT ISD,48295,148902,18.81,33.73,133.0,18.25,32.94,170.0,19.84,32.47,176.0
MONTAGUE COUNTY,FORESTBURG ISD,48337,169910,20.18,33.3,173.0,22.38,36.12,163.0,20.22,33.86,176.0
KAUFMAN COUNTY,FORNEY ISD,48257,129902,651.93,1205.31,11133.0,783.51,1460.23,12765.0,871.02,1667.63,14349.0
HOWARD COUNTY,FORSAN ISD,48227,114904,56.12,102.13,771.0,61.44,110.71,777.0,58.33,103.69,769.0
FORT BEND COUNTY,FORT BEND ISD,48157,79907,4661.58,9979.58,76122.0,5054.75,10695.87,76735.0,5019.98,10476.36,77545.0
WHEELER COUNTY,FORT ELLIOTT CISD,48483,242906,17.99,37.03,136.0,17.51,36.86,144.0,18.02,39.04,159.0
PECOS COUNTY,FORT STOCKTON ISD,48371,186902,174.97,368.52,2469.0,182.64,379.26,2310.0,167.42,366.02,2248.0
TARRANT COUNTY,FORT WORTH ACADEMY OF FINE ARTS,48439,220809,48.38,72.81,577.0,51.37,84.91,635.0,50.56,84.46,654.0
TARRANT COUNTY,FORT WORTH ISD,48439,220905,5778.24,11029.04,84510.0,5488.23,10648.11,76858.0,5069.52,10080.92,74850.0
ROBERTSON COUNTY,FRANKLIN ISD,48395,198903,104.91,291.07,1249.0,108.55,220.66,1257.0,113.53,231.4,1349.0
ANDERSON COUNTY,FRANKSTON ISD,48001,1904,64.47,129.62,804.0,65.4,132.6,769.0,74.48,146.71,808.0
GILLESPIE COUNTY,FREDERICKSBURG ISD,48171,86901,216.84,454.28,3126.0,232.22,479.06,3101.0,232.24,487.55,3121.0
DUVAL COUNTY,FREER ISD,48131,66903,60.58,130.42,822.0,60.29,139.01,783.0,59.63,129.0,760.0
LUBBOCK COUNTY,FRENSHIP ISD,48303,152907,660.05,1201.88,9955.0,685.98,1235.46,10353.0,696.0,1245.64,10877.0
GALVESTON COUNTY,FRIENDSWOOD ISD,48167,84911,371.6,728.9,6070.0,384.5,781.8,6119.0,390.75,772.23,6180.0
PARMER COUNTY,FRIONA ISD,48369,185903,100.05,216.92,1136.0,101.51,214.58,1086.0,103.39,220.23,1080.0
COLLIN COUNTY,FRISCO ISD,48085,43905,4070.54,7048.17,60182.0,4388.91,7620.06,63493.0,4407.63,7712.2,65825.0
NAVARRO COUNTY,FROST ISD,48349,175905,38.21,67.87,429.0,36.75,68.9,434.0,39.99,75.67,439.0
VAN ZANDT COUNTY,FRUITVALE ISD,48467,234909,36.48,79.03,425.0,34.48,83.09,430.0,36.83,88.39,428.0
JEFF DAVIS COUNTY,FT DAVIS ISD,48243,122901,24.71,42.51,228.0,21.95,39.66,197.0,18.96,34.97,178.0
HUDSPETH COUNTY,FT HANCOCK ISD,48229,115901,36.77,82.95,397.0,35.16,82.1,409.0,35.3,86.81,400.0
BEXAR COUNTY,FT SAM HOUSTON ISD,48029,15914,132.01,289.34,1590.0,133.47,300.09,1501.0,136.21,305.82,1639.0
COOKE COUNTY,GAINESVILLE ISD,48097,49901,207.15,396.85,3195.0,206.6,395.56,3057.0,197.56,384.68,3145.0
HARRIS COUNTY,GALENA PARK ISD,48201,101910,1358.81,3220.01,22289.0,1404.4,3225.69,21918.0,1396.99,3216.96,21431.0
GALVESTON COUNTY,GALVESTON ISD,48167,84902,444.5,1017.87,7019.0,485.98,1067.14,6698.0,509.66,1067.61,6661.0
JACKSON COUNTY,GANADO ISD,48239,120902,60.66,113.3,774.0,60.16,112.62,713.0,61.29,111.19,738.0
DALLAS COUNTY,GARLAND ISD,48113,57909,3668.21,7306.72,55987.0,3609.3,7223.55,53921.0,3448.14,6987.13,53674.0
PARKER COUNTY,GARNER ISD,48367,184911,14.02,29.01,201.0,16.27,37.17,216.0,21.15,45.33,245.0
NACOGDOCHES COUNTY,GARRISON ISD,48347,174903,61.54,129.6,708.0,58.9,94.81,691.0,54.67,95.26,749.0
PANOLA COUNTY,GARY ISD,48365,183904,40.35,71.6,468.0,43.09,75.22,472.0,42.13,76.2,487.0
CORYELL COUNTY,GATESVILLE ISD,48099,50902,201.97,398.04,2744.0,203.65,410.52,2790.0,199.48,421.88,2697.0
DALLAS COUNTY,GATEWAY CHARTER ACADEMY,48113,57831,40.34,71.43,758.0,33.21,55.89,783.0,38.04,71.64,654.0
MILAM COUNTY,GAUSE ISD,48331,166902,14.83,28.88,166.0,14.94,27.93,167.0,14.66,29.11,163.0
BEXAR COUNTY,GEORGE GERVIN ACADEMY,48029,15802,60.75,139.34,1054.0,56.93,108.97,870.0,46.92,105.42,776.0
HARRIS COUNTY,GEORGE I SANCHEZ CHARTER,48201,101804,63.42,145.0,972.0,66.68,146.5,993.0,66.01,141.83,947.0
LIVE OAK COUNTY,GEORGE WEST ISD,48297,149901,78.68,169.16,1079.0,79.85,175.87,1033.0,81.25,177.75,1036.0
WILLIAMSON COUNTY,GEORGETOWN ISD,48491,246904,857.61,1667.64,11759.0,940.41,1813.86,11866.0,955.91,1833.86,12618.0
MARION COUNTY,GHOLSON ISD,48309,161925,17.23,39.31,250.0,19.94,38.39,218.0,21.02,40.03,232.0
LEE COUNTY,GIDDINGS ISD,48287,144901,140.33,236.68,1871.0,143.2,241.2,1914.0,148.02,246.16,1939.0
UPSHUR COUNTY,GILMER ISD,48459,230902,171.39,375.3,2493.0,201.37,442.12,2510.0,208.24,463.69,2678.0
GREGG COUNTY,GLADEWATER ISD,48183,92901,145.6,295.88,1799.0,146.18,301.42,1755.0,145.97,300.9,1703.0
GLASSCOCK COUNTY,GLASSCOCK COUNTY ISD,48173,87901,34.21,68.73,305.0,34.65,70.91,293.0,33.67,69.4,293.0
SOMERVELL COUNTY,GLEN ROSE ISD,48425,213901,137.06,261.15,1857.0,144.48,273.05,1921.0,144.72,283.15,1989.0
JOHNSON COUNTY,GODLEY ISD,48251,126911,160.37,373.36,2181.0,190.92,451.45,2443.0,195.4,477.25,2604.0
MONTAGUE COUNTY,GOLD BURG ISD,48337,169906,15.48,24.5,138.0,14.83,27.91,133.0,15.92,30.03,144.0
DALLAS COUNTY,GOLDEN RULE CHARTER SCHOOL,48113,57835,95.81,186.12,1532.0,115.44,228.09,1554.0,116.95,239.32,1557.0
MILLS COUNTY,GOLDTHWAITE ISD,48333,167901,61.91,128.16,559.0,59.13,124.2,515.0,58.47,126.44,533.0
GOLIAD COUNTY,GOLIAD ISD,48175,88902,92.93,198.57,1330.0,99.64,222.96,1271.0,102.52,236.6,1315.0
GONZALES COUNTY,GONZALES ISD,48177,89901,182.11,413.15,2872.0,182.21,412.45,2654.0,176.52,411.05,2614.0
POLK COUNTY,GOODRICH ISD,48373,187903,17.99,45.39,241.0,19.4,49.79,254.0,16.81,46.29,244.0
WILLIAMSON COUNTY,GOODWATER MONTESSORI SCHOOL,48491,246802,13.8,34.45,349.0,17.16,41.17,342.0,17.93,45.65,369.0
HARRIS COUNTY,GOOSE CREEK CISD,48201,101911,1534.02,3384.26,23837.0,1604.14,3525.99,23318.0,1617.38,3623.26,23908.0
PALO PINTO COUNTY,GORDON ISD,48363,182901,17.36,30.54,189.0,18.65,33.51,220.0,19.74,36.21,264.0
EASTLAND COUNTY,GORMAN ISD,48133,67904,27.95,74.79,304.0,30.43,80.04,276.0,33.16,80.99,265.0
MAVERICK COUNTY,GRADY ISD,48317,156905,20.65,39.0,255.0,20.71,41.77,226.0,22.49,43.78,249.0
PALO PINTO COUNTY,GRAFORD ISD,48363,182902,33.26,55.88,347.0,32.0,56.79,316.0,30.01,53.91,321.0
YOUNG COUNTY,GRAHAM ISD,48503,252901,167.86,334.47,2376.0,166.49,333.49,2279.0,165.54,331.87,2297.0
HOOD COUNTY,GRANBURY ISD,48221,111901,467.2,891.69,7346.0,507.85,968.43,7469.0,535.54,1032.98,7732.0
