County Name,Agency Name,County #,District #,FTE Teachers 2018-2019,Total Staff 2018-2019,Total Students 2018-2019,FTE Teachers 2020-2021,Total Staff 2020-2021,Total Students 2020-2021
OCHILTREE COUNTY,PERRYTON ISD,48357,179901,185.79,373.37,2238.0,170.15,366.72,2133.0
HALE COUNTY,PETERSBURG ISD,48189,95904,26.04,49.86,293.0,27.54,57.84,291.0
CLAY COUNTY,PETROLIA CISD,48077,39903,45.75,82.5,450.0,44.93,80.02,446.0
BEE COUNTY,PETTUS ISD,48025,13903,40.47,82.23,420.0,36.45,75.3,374.0
MORRIS COUNTY,PEWITT CISD,48343,172905,70.66,139.55,868.0,76.08,148.71,861.0
TRAVIS COUNTY,PFLUGERVILLE ISD,48453,227904,1819.26,3215.26,25405.0,1909.05,3608.17,25436.0
HIDALGO COUNTY,PHARR-SAN JUAN-ALAMO ISD,48215,108909,2148.32,4624.61,32682.0,2167.14,4660.77,31234.0
DENTON COUNTY,PILOT POINT ISD,48121,61903,111.13,195.67,1395.0,109.97,208.46,1362.0
GREGG COUNTY,PINE TREE ISD,48183,92904,317.05,676.01,4500.0,321.37,670.67,4545.0
ANGELINA COUNTY,PINEYWOODS COMMUNITY ACADEMY,48005,3801,65.01,131.91,1022.0,67.44,129.71,996.0
DALLAS COUNTY,PIONEER TECHNOLOGY & ARTS ACADEMY,48113,57850,51.33,65.96,618.0,147.0,191.0,1709.0
CAMP COUNTY,PITTSBURG ISD,48063,32902,198.04,401.51,2356.0,193.03,418.23,2347.0
YOAKUM COUNTY,PLAINS ISD,48501,251902,39.0,74.83,479.0,40.89,78.33,431.0
HALE COUNTY,PLAINVIEW ISD,48189,95905,358.9,707.34,5375.0,346.14,711.81,4843.0
COLLIN COUNTY,PLANO ISD,48085,43910,3906.72,6915.57,53057.0,3786.89,6707.33,50154.0
BOWIE COUNTY,PLEASANT GROVE ISD,48037,19912,164.89,271.65,2158.0,166.61,263.0,2233.0
ATASCOSA COUNTY,PLEASANTON ISD,48013,7905,229.56,487.82,3564.0,247.76,525.23,3437.0
HUTCHINSON COUNTY,PLEMONS-STINNETT-PHILLIPS CISD,48233,117904,70.14,124.06,712.0,72.94,126.27,673.0
CAMERON COUNTY,POINT ISABEL ISD,48061,31909,145.59,343.72,2352.0,132.72,312.6,2072.0
DENTON COUNTY,PONDER ISD,48121,61906,102.37,197.9,1550.0,110.96,214.36,1585.0
PARKER COUNTY,POOLVILLE ISD,48367,184901,48.13,91.65,542.0,54.06,99.97,557.0
NUECES COUNTY,PORT ARANSAS ISD,48355,178908,48.49,94.3,501.0,46.61,93.85,503.0
JEFFERSON COUNTY,PORT ARTHUR ISD,48245,123907,609.32,1320.69,8319.0,613.87,1313.17,7957.0
JEFFERSON COUNTY,PORT NECHES-GROVES ISD,48245,123908,353.43,481.47,5136.0,358.89,511.88,4984.0
GARZA COUNTY,POST ISD,48169,85902,81.1,166.53,846.0,71.81,154.81,797.0
ATASCOSA COUNTY,POTEET ISD,48013,7906,118.5,246.4,1703.0,121.57,247.09,1603.0
WILSON COUNTY,POTH ISD,48493,247904,68.08,118.0,841.0,74.74,133.82,846.0
GRAYSON COUNTY,POTTSBORO ISD,48181,91913,96.26,185.23,1424.0,102.95,195.09,1403.0
CALDWELL COUNTY,PRAIRIE LEA ISD,48055,28906,16.63,28.77,216.0,17.89,31.46,221.0
MONTAGUE COUNTY,PRAIRIE VALLEY ISD,48337,169909,15.89,28.11,167.0,16.19,28.61,152.0
LAMAR COUNTY,PRAIRILAND ISD,48277,139912,87.41,153.32,1146.0,84.4,151.75,1036.0
DENTON COUNTY,PREMIER HIGH SCHOOLS,48121,72801,266.28,907.0,5523.0,356.23,1147.27,6332.0
JIM WELLS COUNTY,PREMONT ISD,48249,125905,42.78,83.9,617.0,45.95,86.56,702.0
PRESIDIO COUNTY,PRESIDIO ISD,48377,189902,95.91,239.56,1188.0,74.97,206.14,1058.0
MILLS COUNTY,PRIDDY ISD,48333,167904,13.85,24.0,101.0,15.37,26.51,116.0
COLLIN COUNTY,PRINCETON ISD,48085,43911,306.67,595.65,4887.0,381.84,763.43,5818.0
HANSFORD COUNTY,PRINGLE-MORSE CISD,48195,98903,12.54,27.37,121.0,12.03,29.51,113.0
BELL COUNTY,PRIORITY CHARTER SCHOOLS,48027,14803,66.7,119.05,789.0,68.73,121.54,846.0
HIDALGO COUNTY,PROGRESO ISD,48215,108910,142.3,341.93,1756.0,109.0,297.62,1533.0
TRAVIS COUNTY,PROMESA PUBLIC SCHOOLS,48453,227824,64.67,132.87,1037.0,51.79,95.75,1010.0
HARRIS COUNTY,PROMISE COMMUNITY SCHOOL,48201,101853,103.97,149.0,1957.0,100.64,157.66,1556.0
COLLIN COUNTY,PROSPER ISD,48085,43912,905.39,1488.42,14348.0,1273.37,2130.84,19138.0
HARDEMAN COUNTY,QUANAH ISD,48197,99903,52.61,105.92,500.0,55.61,118.89,528.0
CASS COUNTY,QUEEN CITY ISD,48067,34907,85.27,169.85,1074.0,84.73,181.53,959.0
HUNT COUNTY,QUINLAN ISD,48231,116908,178.41,402.17,2694.0,182.52,394.31,2592.0
WOOD COUNTY,QUITMAN ISD,48499,250904,84.65,176.11,1130.0,97.22,188.2,1130.0
RAINS COUNTY,RAINS ISD,48379,190903,129.81,292.2,1722.0,132.11,290.41,1709.0
CROSBY COUNTY,RALLS ISD,48107,54903,53.87,94.92,519.0,48.98,90.08,462.0
DUVAL COUNTY,RAMIREZ CSD,48131,66005,2.8,9.79,27.0,3.01,8.98,44.0
VAN ZANDT COUNTY,RANCH ACADEMY,48467,234801,9.6,11.0,79.0,4.83,14.23,61.0
BEXAR COUNTY,RANDOLPH FIELD ISD,48029,15906,101.94,196.04,1468.0,103.65,197.1,1441.0
EASTLAND COUNTY,RANGER ISD,48133,67907,38.07,73.92,364.0,42.52,75.96,351.0
UPTON COUNTY,RANKIN ISD,48461,231902,37.16,65.86,300.0,39.77,75.92,289.0
MARION COUNTY,RAPOPORT ACADEMY PUBLIC SCHOOL,48309,161802,75.04,140.17,819.0,78.87,144.69,821.0
WILLACY COUNTY,RAYMONDVILLE ISD,48489,245903,150.95,350.54,2054.0,153.49,351.06,2080.0
REAGAN COUNTY,REAGAN COUNTY ISD,48383,192901,79.84,149.43,875.0,85.23,166.54,837.0
BOWIE COUNTY,RED LICK ISD,48037,19911,40.0,64.86,501.0,40.0,66.54,518.0
ELLIS COUNTY,RED OAK ISD,48139,70911,380.76,822.38,5891.0,391.76,850.29,6001.0
BOWIE COUNTY,REDWATER ISD,48037,19906,100.29,150.95,1130.0,99.19,154.8,1107.0
REFUGIO COUNTY,REFUGIO ISD,48391,196903,62.98,151.3,689.0,61.52,156.76,682.0
KLEBERG COUNTY,RICARDO ISD,48273,137902,45.42,97.26,689.0,46.0,99.04,654.0
COLORADO COUNTY,RICE CISD,48089,45903,106.6,213.2,1392.0,105.68,208.03,1289.0
NAVARRO COUNTY,RICE ISD,48349,175911,69.7,152.29,910.0,67.98,148.83,969.0
GRIMES COUNTY,RICHARDS ISD,48185,93905,17.01,29.19,179.0,18.89,32.01,182.0
DALLAS COUNTY,RICHARDSON ISD,48113,57916,2662.06,5183.78,39108.0,2841.05,5571.94,37787.0
SAN SABA COUNTY,RICHLAND SPRINGS ISD,48411,206902,13.54,28.27,123.0,13.68,26.74,112.0
MARION COUNTY,RIESEL ISD,48309,161912,50.7,87.1,681.0,48.91,85.38,648.0
STARR COUNTY,RIO GRANDE CITY CISD,48427,214901,798.55,1952.56,10184.0,750.32,1891.37,9997.0
CAMERON COUNTY,RIO HONDO ISD,48061,31911,136.9,320.31,1907.0,110.61,269.93,1731.0
JOHNSON COUNTY,RIO VISTA ISD,48251,126907,66.0,107.55,755.0,66.85,123.57,770.0
LUBBOCK COUNTY,RISE ACADEMY,48303,152802,21.99,36.05,300.0,17.35,38.91,277.0
EASTLAND COUNTY,RISING STAR ISD,48133,67908,16.53,32.04,167.0,18.09,33.01,186.0
POTTER COUNTY,RIVER ROAD ISD,48375,188902,103.75,212.22,1338.0,109.24,231.11,1272.0
RED RIVER COUNTY,RIVERCREST ISD,48387,194903,62.23,113.6,721.0,68.8,126.22,657.0
KLEBERG COUNTY,RIVIERA ISD,48273,137903,39.05,69.62,444.0,38.86,67.76,435.0
COKE COUNTY,ROBERT LEE ISD,48081,41902,28.56,49.85,285.0,24.8,48.42,258.0
MARION COUNTY,ROBINSON ISD,48309,161922,180.99,313.47,2411.0,185.2,319.86,2402.0
NUECES COUNTY,ROBSTOWN ISD,48355,178909,177.19,455.58,2758.0,175.55,460.97,2601.0
FISHER COUNTY,ROBY CISD,48151,76903,29.22,55.09,297.0,28.86,55.81,314.0
MADISON COUNTY,ROCHELLE ISD,48307,160904,23.76,45.64,179.0,21.1,40.94,195.0
MILAM COUNTY,ROCKDALE ISD,48331,166904,115.37,259.45,1504.0,118.04,267.67,1453.0
EDWARDS COUNTY,ROCKSPRINGS ISD,48137,69901,24.03,46.55,306.0,25.44,52.98,270.0
ROCKWALL COUNTY,ROCKWALL ISD,48397,199901,1013.94,1920.68,16587.0,1041.8,1983.2,16987.0
BELL COUNTY,ROGERS ISD,48027,14907,64.52,118.15,869.0,70.32,133.89,892.0
STARR COUNTY,ROMA ISD,48427,214903,447.87,1015.77,6238.0,426.4,1000.5,6060.0
LUBBOCK COUNTY,ROOSEVELT ISD,48303,152908,93.75,171.95,1066.0,91.54,167.61,1014.0
HOCKLEY COUNTY,ROPES ISD,48219,110905,41.11,66.84,479.0,45.11,76.91,475.0
NOLAN COUNTY,ROSCOE COLLEGIATE ISD,48353,177901,46.11,93.6,645.0,51.57,110.78,681.0
FALLS COUNTY,ROSEBUD-LOTT ISD,48145,73905,54.85,115.72,682.0,58.93,114.41,689.0
FISHER COUNTY,ROTAN ISD,48151,76904,24.78,51.79,257.0,27.54,50.98,239.0
WILLIAMSON COUNTY,ROUND ROCK ISD,48491,246909,3382.41,6313.28,50387.0,3562.27,6610.47,48302.0
FAYETTE COUNTY,ROUND TOP-CARMINE ISD,48149,75908,24.5,46.56,267.0,24.89,47.41,236.0
WALLER COUNTY,ROYAL ISD,48473,237905,166.39,314.23,2371.0,186.98,340.82,2476.0
ROCKWALL COUNTY,ROYSE CITY ISD,48397,199902,403.21,814.53,6169.0,471.68,934.8,6886.0
HASKELL COUNTY,RULE ISD,48207,104903,15.0,29.87,122.0,16.37,31.05,141.0
KARNES COUNTY,RUNGE ISD,48255,128903,23.1,49.49,256.0,20.26,45.02,229.0
CHEROKEE COUNTY,RUSK ISD,48073,37907,157.25,302.89,2064.0,165.87,331.3,1969.0
GRAYSON COUNTY,S AND S CISD,48181,91914,72.78,134.6,928.0,75.83,139.16,985.0
UVALDE COUNTY,SABINAL ISD,48463,232902,37.5,83.12,449.0,39.63,88.3,426.0
GREGG COUNTY,SABINE ISD,48183,92906,105.49,214.13,1495.0,110.6,225.14,1521.0
JEFFERSON COUNTY,SABINE PASS ISD,48245,123913,31.61,64.62,371.0,33.64,64.25,388.0
MONTAGUE COUNTY,SAINT JO ISD,48337,169911,29.18,53.79,299.0,28.44,57.07,319.0
BELL COUNTY,SALADO ISD,48027,14908,126.48,227.43,1949.0,141.63,269.42,2105.0
HOPKINS COUNTY,SALTILLO ISD,48223,112909,26.0,52.89,241.0,26.46,56.73,255.0
HARRIS COUNTY,SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,48201,236802,17.82,27.79,299.0,24.82,35.82,400.0
FANNIN COUNTY,SAM RAYBURN ISD,48147,74917,52.15,71.91,541.0,54.5,79.41,522.0
TOM GREEN COUNTY,SAN ANGELO ISD,48451,226903,934.28,1953.21,15080.0,941.76,1867.88,14100.0
BEXAR COUNTY,SAN ANTONIO ISD,48029,15907,3155.79,7358.34,48745.0,3210.32,7504.09,45802.0
SAN AUGUSTINE COUNTY,SAN AUGUSTINE ISD,48405,203901,67.81,146.86,756.0,53.44,131.57,687.0
CAMERON COUNTY,SAN BENITO CISD,48061,31912,671.0,1668.29,10520.0,662.25,1527.71,9728.0
DUVAL COUNTY,SAN DIEGO ISD,48131,66902,100.81,186.71,1477.0,102.23,205.64,1488.0
EL PASO COUNTY,SAN ELIZARIO ISD,48141,71904,240.44,581.17,3668.0,217.75,548.54,3191.0
VAL VERDE COUNTY,SAN FELIPE-DEL RIO CISD,48465,233901,631.43,1447.42,10437.0,614.0,1447.78,9874.0
STARR COUNTY,SAN ISIDRO ISD,48427,214902,21.5,48.83,223.0,20.0,48.72,197.0
HAYS COUNTY,SAN MARCOS CISD,48209,105902,568.44,1247.16,8097.0,561.25,1213.49,8013.0
WILLACY COUNTY,SAN PERLITA ISD,48489,245904,23.87,51.99,269.0,24.48,52.16,232.0
SAN SABA COUNTY,SAN SABA ISD,48411,206901,70.87,126.93,762.0,73.67,131.6,722.0
DAWSON COUNTY,SANDS CISD,48115,58909,19.72,38.16,253.0,20.96,40.51,263.0
HUTCHINSON COUNTY,SANFORD-FRITCH ISD,48233,117903,64.42,125.48,731.0,63.8,133.66,685.0
DENTON COUNTY,SANGER ISD,48121,61908,185.33,460.99,2759.0,194.58,458.0,2569.0
COLEMAN COUNTY,SANTA ANNA ISD,48083,42903,26.22,52.15,264.0,25.5,49.22,265.0
GALVESTON COUNTY,SANTA FE ISD,48167,84909,269.56,630.75,4602.0,261.29,640.18,4343.0
KLEBERG COUNTY,SANTA GERTRUDIS ISD,48273,137904,52.48,95.85,804.0,50.55,97.09,779.0
CAMERON COUNTY,SANTA MARIA ISD,48061,31913,55.4,148.07,636.0,56.26,146.28,604.0
CAMERON COUNTY,SANTA ROSA ISD,48061,31914,86.72,213.48,1107.0,77.02,187.09,935.0
PALO PINTO COUNTY,SANTO ISD,48363,182904,39.38,77.41,463.0,39.32,81.09,453.0
FANNIN COUNTY,SAVOY ISD,48147,74911,27.0,53.66,322.0,28.6,54.9,303.0
GUADALUPE COUNTY,SCHERTZ-CIBOLO-U CITY ISD,48187,94902,935.86,1769.9,15818.0,988.04,1813.8,15673.0
SCHLEICHER COUNTY,SCHLEICHER ISD,48413,207901,55.12,100.87,515.0,53.81,99.06,521.0
BEXAR COUNTY,SCHOOL OF EXCELLENCE IN EDUCATION,48029,15806,46.66,101.75,649.0,37.23,82.6,354.0
BEXAR COUNTY,SCHOOL OF SCIENCE AND TECHNOLOGY,48029,15827,130.62,180.36,1851.0,217.27,324.26,3274.0
BEXAR COUNTY,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,48029,15831,165.68,236.01,2382.0,291.5,457.2,4805.0
FAYETTE COUNTY,SCHULENBURG ISD,48149,75903,64.81,124.15,732.0,64.04,121.86,696.0
KAUFMAN COUNTY,SCURRY-ROSSER ISD,48257,129910,80.63,184.18,1054.0,80.0,187.77,1073.0
GAINES COUNTY,SEAGRAVES ISD,48165,83901,43.19,99.95,577.0,45.98,104.58,510.0
AUSTIN COUNTY,SEALY ISD,48015,8902,209.28,364.08,2803.0,206.45,363.49,2814.0
NUECES COUNTY,SEASHORE CHARTER SCHOOLS,48355,178808,33.31,51.47,487.0,36.79,58.21,499.0
GUADALUPE COUNTY,SEGUIN ISD,48187,94901,464.16,996.64,7366.0,466.14,1027.63,6899.0
GAINES COUNTY,SEMINOLE ISD,48165,83903,224.46,462.52,2956.0,233.39,478.21,2928.0
HARRIS COUNTY,SER-NINOS CHARTER SCHOOL,48201,101802,64.31,103.96,1129.0,68.48,102.45,1095.0
BAYLOR COUNTY,SEYMOUR ISD,48023,12901,49.6,96.53,582.0,49.79,95.34,621.0
LUBBOCK COUNTY,SHALLOWATER ISD,48303,152909,134.69,274.37,1694.0,137.66,279.3,1682.0
WHEELER COUNTY,SHAMROCK ISD,48483,242902,40.41,86.24,367.0,41.58,87.77,407.0
HIDALGO COUNTY,SHARYLAND ISD,48215,108911,637.3,1327.34,10285.0,631.13,1333.18,9765.0
SHELBY COUNTY,SHELBYVILLE ISD,48419,210903,67.56,117.76,783.0,66.58,123.79,770.0
HARRIS COUNTY,SHELDON ISD,48201,101924,556.14,1223.73,9401.0,637.89,1406.76,10206.0
SAN JACINTO COUNTY,SHEPHERD ISD,48407,204904,132.1,307.06,2041.0,132.83,302.82,1930.0
GRAYSON COUNTY,SHERMAN ISD,48181,91906,557.2,1065.14,7405.0,561.08,1110.41,7503.0
LAVACA COUNTY,SHINER ISD,48285,143903,51.16,85.86,666.0,54.21,88.5,702.0
COMANCHE COUNTY,SIDNEY ISD,48093,47905,14.84,24.28,139.0,14.08,25.48,142.0
HUDSPETH COUNTY,SIERRA BLANCA ISD,48229,115902,13.0,26.5,113.0,11.45,22.15,129.0
HARDIN COUNTY,SILSBEE ISD,48199,100904,202.59,396.29,2968.0,197.51,398.04,2743.0
BRISCOE COUNTY,SILVERTON ISD,48045,23902,19.33,36.08,191.0,20.44,37.6,188.0
BOWIE COUNTY,SIMMS ISD,48037,19909,46.11,82.29,517.0,45.0,80.84,483.0
SAN PATRICIO COUNTY,SINTON ISD,48409,205906,146.0,308.88,2139.0,144.0,319.7,2074.0
COOKE COUNTY,SIVELLS BEND ISD,48097,49909,7.64,12.0,68.0,7.57,12.0,49.0
BEE COUNTY,SKIDMORE-TYNAN ISD,48025,13905,64.0,120.93,834.0,66.31,129.98,806.0
LUBBOCK COUNTY,SLATON ISD,48303,152903,105.65,248.44,1344.0,112.39,274.58,1326.0
WISE COUNTY,SLIDELL ISD,48497,249908,20.8,39.03,271.0,25.46,47.1,344.0
ANDERSON COUNTY,SLOCUM ISD,48001,1909,40.25,67.55,406.0,35.8,66.79,366.0
BASTROP COUNTY,SMITHVILLE ISD,48021,11904,136.65,261.16,1802.0,133.64,260.53,1753.0
HOCKLEY COUNTY,SMYER ISD,48219,110906,39.5,59.55,436.0,41.1,59.95,412.0
BURLESON COUNTY,SNOOK ISD,48051,26903,48.13,93.28,513.0,44.86,100.1,489.0
SCURRY COUNTY,SNYDER ISD,48415,208902,194.51,367.54,2659.0,204.49,396.25,2610.0
EL PASO COUNTY,SOCORRO ISD,48141,71909,2803.96,5665.72,46814.0,2931.18,6020.31,47061.0
BEXAR COUNTY,SOMERSET ISD,48029,15909,252.93,570.76,4158.0,265.47,600.36,4021.0
BURLESON COUNTY,SOMERVILLE ISD,48051,26902,46.54,73.9,529.0,52.42,96.17,518.0
SUTTON COUNTY,SONORA ISD,48435,218901,70.78,142.79,808.0,68.44,124.31,699.0
BEXAR COUNTY,SOUTH SAN ANTONIO ISD,48029,15908,529.87,1153.53,8939.0,554.27,1247.13,8267.0
HIDALGO COUNTY,SOUTH TEXAS ISD,48215,31916,299.66,648.22,4098.0,304.37,645.72,4194.0
GARZA COUNTY,SOUTHLAND ISD,48169,85903,14.72,26.87,123.0,16.33,28.37,117.0
BEXAR COUNTY,SOUTHSIDE ISD,48029,15917,359.35,630.75,5663.0,374.97,892.59,5595.0
BEXAR COUNTY,SOUTHWEST ISD,48029,15912,915.07,1874.99,13759.0,951.35,2054.39,13474.0
BEXAR COUNTY,SOUTHWEST PREPARATORY SCHOOL,48029,15807,80.35,152.36,983.0,75.58,157.62,850.0
HARRIS COUNTY,SOUTHWEST SCHOOL,48201,101838,108.68,200.28,1993.0,108.43,217.12,1703.0
HANSFORD COUNTY,SPEARMAN ISD,48195,98904,79.57,148.21,863.0,77.48,151.37,812.0
MONTGOMERY COUNTY,SPLENDORA ISD,48339,170907,271.77,572.99,4108.0,302.31,647.3,4170.0
HARRIS COUNTY,SPRING BRANCH ISD,48201,101920,2302.82,4435.5,34681.0,2151.52,4588.44,33288.0
HUTCHINSON COUNTY,SPRING CREEK ISD,48233,117907,10.84,19.53,92.0,11.56,20.2,106.0
GREGG COUNTY,SPRING HILL ISD,48183,92907,144.74,263.31,2019.0,150.2,268.35,2006.0
HARRIS COUNTY,SPRING ISD,48201,101919,2163.98,4978.37,35385.0,2257.58,5186.61,33567.0
LAMB COUNTY,SPRINGLAKE-EARTH ISD,48279,140907,33.8,64.96,351.0,35.78,67.7,306.0
PARKER COUNTY,SPRINGTOWN ISD,48367,184902,258.5,479.95,3473.0,271.71,517.6,3619.0
DICKENS COUNTY,SPUR ISD,48125,63903,28.24,54.0,246.0,28.01,55.88,240.0
TYLER COUNTY,SPURGER ISD,48457,229905,33.62,71.28,372.0,36.99,79.57,358.0
DALLAS COUNTY,ST ANTHONY SCHOOL,48113,57836,19.89,35.08,309.0,22.27,40.46,327.0
BEE COUNTY,ST MARY'S ACADEMY CHARTER SCHOOL,48025,13801,27.8,74.74,430.0,24.27,70.54,391.0
FORT BEND COUNTY,STAFFORD MSD,48157,79910,218.62,433.03,3589.0,235.6,462.05,3316.0
JONES COUNTY,STAMFORD ISD,48253,127906,59.0,126.41,647.0,58.31,130.68,595.0
MAVERICK COUNTY,STANTON ISD,48317,156902,80.8,152.14,1098.0,87.84,169.34,1054.0
HARRIS COUNTY,STEP CHARTER SCHOOL,48201,101859,32.93,62.1,505.0,34.98,64.43,497.0
NACOGDOCHES COUNTY,STEPHEN F AUSTIN STATE UNIVERSITY CHARTER SCHOOL,48347,174801,17.32,28.07,256.0,17.53,30.61,255.0
ERATH COUNTY,STEPHENVILLE ISD,48143,72903,253.55,456.64,3697.0,262.66,475.91,3659.0
STERLING COUNTY,STERLING CITY ISD,48431,216901,27.04,54.31,327.0,28.99,59.79,338.0
WILSON COUNTY,STOCKDALE ISD,48493,247906,74.19,138.26,830.0,73.65,141.28,780.0
SHERMAN COUNTY,STRATFORD ISD,48421,211902,56.99,103.18,577.0,58.0,100.36,576.0
PALO PINTO COUNTY,STRAWN ISD,48363,182905,18.76,28.74,167.0,18.77,29.59,142.0
LAMB COUNTY,SUDAN ISD,48279,140908,43.6,72.82,475.0,44.03,72.53,480.0
HOPKINS COUNTY,SULPHUR BLUFF ISD,48223,112910,18.13,38.4,241.0,20.35,42.21,218.0
HOPKINS COUNTY,SULPHUR SPRINGS ISD,48223,112901,349.18,677.02,4399.0,362.78,697.9,4313.0
HOCKLEY COUNTY,SUNDOWN ISD,48219,110907,63.06,102.88,614.0,59.23,103.25,583.0
DALLAS COUNTY,SUNNYVALE ISD,48113,57919,124.44,226.38,1882.0,139.53,273.18,2025.0
MOORE COUNTY,SUNRAY ISD,48341,171902,56.19,109.48,556.0,59.9,125.92,591.0
BRAZORIA COUNTY,SWEENY ISD,48039,20906,132.71,252.23,1978.0,135.47,287.09,1848.0
LAVACA COUNTY,SWEET HOME ISD,48285,143905,11.88,23.5,143.0,12.49,22.76,143.0
NOLAN COUNTY,SWEETWATER ISD,48353,177902,145.85,380.27,2162.0,156.45,402.08,2083.0
SAN PATRICIO COUNTY,TAFT ISD,48409,205907,89.99,197.9,1047.0,83.5,177.79,940.0
LYNN COUNTY,TAHOKA ISD,48305,153904,64.91,128.61,620.0,63.05,125.27,597.0
LIBERTY COUNTY,TARKINGTON ISD,48291,146907,127.44,250.98,1810.0,138.75,269.73,1718.0
RUSK COUNTY,TATUM ISD,48401,201910,105.18,227.04,1515.0,108.42,231.19,1473.0
WILLIAMSON COUNTY,TAYLOR ISD,48491,246911,238.82,520.27,3191.0,225.81,484.28,2973.0
FREESTONE COUNTY,TEAGUE ISD,48161,81904,91.32,184.18,1168.0,89.95,187.9,1163.0
JEFFERSON COUNTY,TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL,48245,123803,22.75,44.68,464.0,30.99,50.99,457.0
BELL COUNTY,TEMPLE ISD,48027,14909,608.8,1158.18,8752.0,594.49,1168.81,8403.0
SHELBY COUNTY,TENAHA ISD,48419,210904,40.58,80.47,542.0,38.33,79.71,500.0
BREWSTER COUNTY,TERLINGUA CSD,48043,22004,12.18,25.44,101.0,11.21,25.14,98.0
TERRELL COUNTY,TERRELL COUNTY ISD,48443,222901,13.02,26.79,121.0,14.0,27.87,121.0
KAUFMAN COUNTY,TERRELL ISD,48257,129906,296.76,588.76,4711.0,305.41,605.89,4728.0
BOWIE COUNTY,TEXARKANA ISD,48037,19907,528.7,1073.17,7174.0,544.76,1098.42,7654.0
GALVESTON COUNTY,TEXAS CITY ISD,48167,84906,543.87,1239.12,8641.0,570.63,1270.04,8044.0
DENTON COUNTY,TEXAS COLLEGE PREPARATORY ACADEMIES,48121,221801,804.67,1710.23,12116.0,1092.05,2189.63,15671.0
TRAVIS COUNTY,TEXAS EMPOWERMENT ACADEMY,48453,227805,21.33,33.57,334.0,26.02,49.14,360.0
TOM GREEN COUNTY,TEXAS LEADERSHIP PUBLIC SCHOOLS,48451,226801,193.6,352.02,2793.0,203.17,383.68,2863.0
HAYS COUNTY,TEXAS PREPARATORY SCHOOL,48209,105802,23.45,62.84,228.0,18.94,50.44,160.0
TARRANT COUNTY,TEXAS SCHOOL OF THE ARTS,48439,220814,23.87,40.67,332.0,22.88,50.79,287.0
HARRIS COUNTY,TEXAS SERENITY ACADEMY,48201,170801,25.99,43.32,408.0,31.83,65.35,418.0
SHERMAN COUNTY,TEXHOMA ISD,48421,211901,12.49,25.83,172.0,10.28,24.68,169.0
DALLAM COUNTY,TEXLINE ISD,48111,56902,17.58,30.79,180.0,20.94,32.32,199.0
HARRIS COUNTY,THE LAWSON ACADEMY,48201,101864,17.0,32.54,226.0,14.92,25.7,182.0
HARRIS COUNTY,THE PRO-VISION ACADEMY,48201,101868,26.5,44.48,478.0,29.0,44.5,432.0
HARRIS COUNTY,THE RHODES SCHOOL,48201,101861,93.57,165.88,1236.0,51.09,122.7,718.0
HARRIS COUNTY,THE VARNETT PUBLIC SCHOOL,48201,101814,79.69,198.56,1721.0,70.55,177.4,1333.0
MILAM COUNTY,THORNDALE ISD,48331,166905,51.85,98.44,557.0,53.21,100.56,576.0
WILLIAMSON COUNTY,THRALL ISD,48491,246912,55.77,91.47,736.0,58.83,101.72,777.0
LIVE OAK COUNTY,THREE RIVERS ISD,48297,149902,54.45,102.06,628.0,58.92,109.04,570.0
ERATH COUNTY,THREE WAY ISD,48143,72901,16.15,27.17,163.0,20.21,35.75,215.0
THROCKMORTON COUNTY,THROCKMORTON COLLEGIATE ISD,48447,224901,13.56,27.5,147.0,17.16,31.22,140.0
MCLENNAN COUNTY,TIDEHAVEN ISD,48321,158902,68.21,136.97,979.0,71.15,151.87,955.0
SHELBY COUNTY,TIMPSON ISD,48419,210905,54.56,107.23,678.0,58.53,108.7,649.0
GRAYSON COUNTY,TIOGA ISD,48181,91907,55.41,103.22,675.0,62.34,116.63,737.0
HOOD COUNTY,TOLAR ISD,48221,111903,61.46,103.01,797.0,68.28,113.39,806.0
GRAYSON COUNTY,TOM BEAN ISD,48181,91918,51.12,99.69,664.0,55.95,100.26,659.0
HARRIS COUNTY,TOMBALL ISD,48201,101921,1045.13,2159.34,16962.0,1172.4,2356.05,18666.0
EL PASO COUNTY,TORNILLO ISD,48141,71908,73.28,179.28,1025.0,71.5,176.88,914.0
TARRANT COUNTY,TREETOPS SCHOOL INTERNATIONAL,48439,220801,30.82,39.08,391.0,31.0,39.02,391.0
TAYLOR COUNTY,TRENT ISD,48441,221905,16.54,29.99,171.0,18.0,33.09,131.0
FANNIN COUNTY,TRENTON ISD,48147,74912,45.28,88.32,600.0,48.11,91.97,725.0
HENDERSON COUNTY,TRINIDAD ISD,48213,107907,20.49,32.41,182.0,21.99,32.98,158.0
TRAVIS COUNTY,TRINITY CHARTER SCHOOL,48453,46802,60.92,117.32,448.0,52.32,101.37,400.0
TRINITY COUNTY,TRINITY ISD,48455,228903,92.6,177.66,1188.0,95.77,185.63,1161.0
DENTON COUNTY,TRIVIUM ACADEMY,48121,61805,45.22,55.51,593.0,52.15,59.97,598.0
SMITH COUNTY,TROUP ISD,48423,212904,81.23,158.86,1102.0,87.84,170.32,1023.0
BELL COUNTY,TROY ISD,48027,14910,103.97,207.69,1542.0,105.48,213.27,1571.0
